,user_location,text,Subjectivity,Polarity,Analysis
499607,United Kingdom,must heat mixture chinese japanese cultures surely find excuse news special unusual case covid covid19 covidvaccine,0.41838624338624336,0.16785714285714284,Positive
499651,India,taken second dose covidvaccine today second vaccine shot important provides full immunity coronavirus vaccinated astrazeneca covishield vaccination vaccines,0.3875,0.1875,Positive
499800,USA,jampj covid vaccine recipients able receive supplemental pfizer moderna doses san francisco johnsonandjohnson covidvaccine pfizervaccine moderna deltavariant thewomenleaders,0.625,0.5,Positive
499816,USA,cdc extended federal eviction moratorium expected help 90 renters cdc federal eviction covid19 covidvaccine theceopub,0.4,-0.1,Negative
499866,India,coronavirus live update india recorded 42982 new covid 19 cases 533 death last 24 hours covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine india,0.34040404040404043,0.0909090909090909,Positive
499869,India,production covaxin stoped due bad quality production nk arora said covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine india,0.5208333333333333,-0.4124999999999999,Negative
499870,India,china bulk people testing shows covid cases high 6months covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine india,0.5399999999999999,0.16,Positive
499871,India,covid19 highlights prepare ready handle 45 lakh cases per day 3rd wave covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine india,0.25,0.1,Positive
499917,India,askaquestion covidvaccine many organizations across world mandating workforce get vaccinated entirely rejoining work many warn employees dire consequences fail get vaccinated resuming offices thoughts,0.48124999999999996,0.125,Positive
500021,India,new argument private sector failed use vaccine allocation amp hence 25 quota cut thing happening ppl spend rs 780 covishield amp rs 1400 covaxin get free govt hospitals covidvaccine,0.48238636363636367,0.009090909090909094,Positive
500042,India,stay home amp stay safe going please wear mask properly keep social distance covid19 coronavirus covidvaccine coronavirusindia,0.2222222222222222,0.17777777777777778,Positive
500103,United Kingdom,perfect study important point covid19 poses significant longterm risks even healthy young people whilst rare side effects covidvaccine real must acknowledged covid still rampant consider relative risks longcovid,0.621875,0.359375,Positive
500253,USA,plz take seriously get available regular people fslsltn covidvaccine boostershots dr_yasminrashid faisaljavedkhan,0.3811965811965812,0.022222222222222237,Positive
500294,USA,players losing dream worked whole lives vaccine thats proven nfl starting receiver cole beasley bease11 covidvaccine covidvaccines,0.25,0.1,Positive
500517,India,day 201 covid19 vaccination report india abc live india covid19 pmoindia potus kremlinrussia_e jpn_pmo canadianpm israelipm scottmorrisonmp borisjohnson drawat123 covid19tracking hcovidresponse covidisnotover covidvaccine covid,0.5,0.13636363636363635,Positive
500519,India,day 498 covid19 report india abc live india covid19 pmoindia potus kremlinrussia_e jpn_pmo canadianpm israelipm scottmorrisonmp borisjohnson drawat123 covid19tracking hcovidresponse covidisnotover covidvaccine covid,0.5,0.13636363636363635,Positive
500546,India,positive news encouragement india push hard covidvaccine front,0.543560606060606,-0.03219696969696971,Negative
500576,USA,govrondesantis kind leader really gave damn florida really believed floridas covid19 deltavariant problem coming border anywhere else sane solution would encourage people maskup amp get covidvaccine,0.43333333333333335,0.3333333333333333,Positive
500720,United Kingdom,rupertamargate nononoeu youd right opinion caution doubt seems grew time sincere maybe less corrupt hope ive never seen corrupt period human history experiencing covid covidvaccine,0.5337301587301587,-0.06349206349206349,Negative
500895,United Kingdom,shankares3 pedagogical_313 countries relying india covidvaccine india invented vaccine amp donating foreign countries iindia didnt invent vaccines didnt invest vaccine rampd india given license uk mass produce vaccine covid_19,0.125,-0.125,Negative
501003,India,covid live update kerala reported 23000 new covid cases 148 deaths covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine india,0.4772727272727273,0.13636363636363635,Positive
501039,USA,fda approved tetanus vax licensed due years rigorous research testing safety standards none said mrna vaxs also tetanus 10 year boost compared 6 months covidvaccine give big pharma lawsuit immunity,0.2375,-0.0625,Negative
501188,USA,many people seem treat vaccines like candy vaccines chemicals overpriced treat get carnival covidvaccine covid19,0.5,0.5,Positive
501270,USA,democrats want proof got covidvaccine anything society proof vote stupidity wakeupamerica youarebeingplayed,1.0,-0.6,Negative
501312,Canada,cbcalerts edenhoff criminal unvaccinated healthcare workers allowed potentially infect patients political compromise public safety justintrudeau cbcnews fordnation covid covidvaccine vaccination must employment prerequisite healthcare workers,0.4291666666666667,-0.1,Negative
501379,Canada,twitter wouldnt let share website link experts get censored nonexperts doctor wrong covidvaccine deltaplus,0.9,-0.5,Negative
501410,USA,fuck vaccinepassport matter time another variant evolve another dose required going start scrutinizing efficacy vaccines cards covidvaccine vaccinated,0.6,-0.4,Negative
501642,USA,covid literally proving real time need invest bodies extended warranty covidisnotover covidvaccine,0.30000000000000004,0.2,Positive
501660,United Kingdom,pfizer moderna increase covid19 vaccine prices ethical profit global pandemic simply business much profit much health product cap thoughts covidvaccine moderna pfizer,0.2714285714285714,0.12000000000000002,Positive
501689,Canada,ybonniechi thanks ybonniechi sharing top 3 mywhy reasons committing get covidvaccine info covid19 vaccines canada,0.35,0.35,Positive
501740,United Kingdom,love comic strips based young people bradfords real experiences explain different reasons decided get covid19 vaccine bradford covidvaccine,0.48,0.21000000000000002,Positive
501904,Canada,sflecce sflecce news conference back school amp govs plan answers rehearsed evasive non committal amp extremely condescending kids must wide variety vaccinations things omg cant include covidvaccine votefordout2022,0.4666666666666666,-0.075,Negative
501922,United Kingdom,covid_19 16 17yearolds uk start offered first dose covid vaccine within weeks recommendation vaccine experts covidvaccine staysafe,0.3333333333333333,0.25,Positive
501935,USA,remember idiot liberals started covid vaccine hesitancy want die getting vaccine covidvaccine,0.8,-0.8,Negative
501937,Canada,walk right get jab booking necessary covidvaccine,0.7678571428571428,0.14285714285714285,Positive
501950,India,countries compulsory vaccination policy certain groups covidvaccine,0.5714285714285714,0.21428571428571427,Positive
502065,USA,12 still get covid still spread covid still wear mask socially distanced covidvaccine without difference degree one maymay get sick anyone allowed mandate vaccine,0.4619047619047619,-0.3404761904761905,Negative
502134,United Kingdom,great news covid19 16 17yearolds offered first dose vaccine government advisers confirm covidvaccine,0.5416666666666666,0.525,Positive
502145,United Kingdom,giving children covid vaccine like using human shield someone trying attack utterly disgusting covidvaccine children childrencovidshields,0.55,-0.5,Negative
502148,United Kingdom,1 rant incoming 18s shouldnt jabbed dont need simple whenever say people tend throw around fact new york children required vaccines allowed go school true covidvaccine,0.48722943722943723,0.1621212121212121,Positive
502152,USA,wth biden pinching little girls nipple covidvaccine,0.5,-0.1875,Negative
502356,USA,northcarolina offering 100 giftcards people get first covidvaccine thats pretty nice incentive got covid vaccine february amp didnt get giftcard,0.7777777777777777,0.3666666666666667,Positive
502392,England,covidvaccine short period time children could compensation claims filed behalf unexpected disabilities indemnity schemes covering health practitioners already instigated every part globe factcheck,0.65,0.05,Positive
502453,United Kingdom,thejeremyvine listened jeremyvine bbc radio 2 regarding covidvaccine folk calling messaging uninformed criminal thats way pathetic,0.775,-0.7,Negative
502488,India,centre state govt ensure per due date 2nd dose vaccination free covaxin covishield available centers 1st dose given amp free slots along paid slots available cowin app covidvaccine,0.46249999999999997,0.24583333333333335,Positive
502541,USA,hard would code app mimics excelsiorpass asking friend covidvaccine,0.5416666666666666,-0.2916666666666667,Negative
502647,United Kingdom,getting vaccine choice important know facts covid covidvax vaxchat givehope covidvaccine,1.0,0.4,Positive
502666,United Kingdom,good news shows definitely right choice get jabbed protect others around covid19doublejabbed half likely infected coronavirus study finds uk news sky news covidvaccine coronavirus,0.575595238095238,0.20476190476190476,Positive
502699,India,fresh covid19 outbreaks china despite 16 billion vaccine doses madeinchina china coronaviruspandemic covid19 covidvaccine,0.5,0.3,Positive
502754,India,took first dose covid19 vaccine dafarpur begusarai doctors scientists worked quick time strengthen global fight covid19 thank doctors nurses covid19 covidvaccine covishieldvaccine indiafightscorona getvaccinate,0.27777777777777773,0.19444444444444442,Positive
502848,United Kingdom,im pleased ive vaccine id love know people getting sore arm get full symptoms covid well period endometriosis flare endometriosiswarrior covidvaccine,0.7166666666666668,0.45,Positive
502898,India,covaxin got ho approval yet certain data administration millions india covidvaccine invaluable resource warrant approval caveats doctorsoumya gkangind vipintukur drlahariya cdcglobal vishnundtv ndtv swapneilparikh thnewdelhi,0.5714285714285714,0.21428571428571427,Positive
502937,United Kingdom,covid19 doublejabbed half likely infected coronavirus study finds covid19 vaccination coronavirus covidvaccine covid19lk lka,0.5833333333333334,-0.08333333333333333,Negative
502941,India,day covid task force head vk paul said absolutely discussion changing private sector channel vaccine allocation 33 covid19 covidvaccine covaxin covishield,0.6375,0.1,Positive
502946,United Kingdom,theres lot girls refusing take vaccine cus dont want anything bad injected lips looks like theyve filled 3 litres melted plastic vaccine vaccination covidvaccine getvaccinated antivax conspiracytheorists,0.7833333333333333,-0.1499999999999999,Negative
502992,India,vaccinations conspiracy intelligent cruelly keep dumb alive vaccinationdrive covidvaccine covid19,0.7,-0.11875,Negative
503008,United Kingdom,sundance festival attendees double vaccinated games twitter instagram instagood movies film photooftheday actor entertainment gaming gamers love influencer netflix retweet f4f followforfollowback like l4l hollywood covidvaccine,0.3,0.25,Positive
503105,India,shouldnt government cancel license jaipur golden hospital lying regarding oxygen inavailability trying create chaos among indians funding pressurizing covid19 covidvaccine amitshah mansukhmandviya,0.5,0.3,Positive
503117,United Kingdom,mojos55 marisadrucker vaccines new technology vaccines around since 1796 tested massive populations volunteered covidvaccine may know long term consequences know short medium term catching covid19 cont,0.6109090909090908,0.13727272727272727,Positive
503135,India,committed half billion covid doses trying help india others produce vaccine us president joebiden covidvaccine potus,0.16666666666666666,-0.16666666666666666,Negative
503178,Canada,cbcnews part one giant experiment kenneys government yet tested kids 12 left completely vulnerable exposed greatest risks covidab covidvaccine abpoli,0.625,0.125,Positive
503190,Canada,goes way explaining canadas covid strategy relies much violating constitutional rights covid19 covid19on onhealth onpoli cdnhealth cdnpoli covidiots covidvaccine covidisover endthelockdowns nomorelockdowns,0.2,0.2,Positive
503252,India,indias daily covid19 tally sees sharp rise 40 past 24 hours vaccination covidvaccine,0.3333333333333333,-0.125,Negative
503319,India,including backlog usa reports 146000 new corona cases covidvaccine,0.45454545454545453,0.13636363636363635,Positive
503374,India,thanks tanuj121 motivation support wish contribute social cause even save lives vaani freevaccinationdrive gogetjab thirdwavealert beanawakecitizen getvaccinatednow covidvaccine omshanticorona pawanku93602912 naveenthacker,0.13333333333333333,0.11666666666666667,Positive
503399,USA,jessicam6946 hang sure tell colleagues much appreciated covidvaccine getvaccinated buzzsprout,0.4944444444444444,0.35,Positive
503501,USA,ok received covid vaccine thoughts devonesawa embryethan vaccine astrazeneca moderna covidvaccine covid19,0.5,0.5,Positive
503506,USA,gab important vaccine religiousexemption documents link files necessary constructing air tight religious exemption request covidvaccine mandatory link,0.6339285714285714,0.05535714285714286,Positive
503670,USA,way people rally around dying 6 year old rally get vaccinated protect 6 year olds orbit covidvaccine,0.2,0.1,Positive
503683,Canada,idiot made infectious disease expert going medical school clinician x number years dumbass covidvaccine,0.4,-0.4,Negative
503772,Canada,good nycontario needs start proof vaccination indoor dining gym workout covidvaccine lets get going fordnation,0.6000000000000001,0.7,Positive
503806,Canada,covidvaccine effective recent panic caused cdcdirector amp media like nytimes amp ashingtonpost unfortunate amp damaging infection 8 fold hospitalizationsdeaths 25 fold time move,0.6833333333333332,0.033333333333333326,Positive
503829,Canada,specific significant risk ade prominently independently disclosed research subjects currently vaccine trials nih covidvaccine covid19 nyc,0.38125,0.09375,Positive
503860,Canada,folks starting insert fully vaccinated email signature seen tweets people taking meetings fully vaccinated folks sure peoplecompanies actually go path covidvaccine controversialtopic askingforafriend,0.36296296296296293,0.16666666666666666,Positive
504112,Canada,masks longer mandatory indoor public places starting aug 7 714 percent manitobans aged 12 older fully immunized received doses covidvaccine province also reported 22 new infections tuesday august 3rd manitoba,0.22575757575757574,0.033838383838383834,Positive
504139,Canada,look uncoupling cases amp deaths highly vaccinated uk uncoupling unvaccinated countries vaccines job covid19 covidvaccine,0.5399999999999999,0.16,Positive
504183,Canada,excellent thread vaccines amp variants help stop creation amp spread new variants really important know understand covidvaccine covid19 scicomm,0.8181818181818182,0.5121212121212121,Positive
504280,India,got first covidvaccine jab today 1 jumbo site 3 dehradun well managed last many months radha soami satsang chaps volunteering help govt run large sized vaccination facilities 1n,0.33214285714285713,0.24107142857142858,Positive
504282,Canada,actual fordnation im sorry premier publicly held position family reflection actions affect people see relate beyond onpoli covidvaccine vax waining may want chat,0.3888888888888889,-0.16666666666666666,Negative
504308,Canada,everyone reasonss getting covidvaccine share top 3 mywhy reasons well go first 1 protect everyone 2 hug people love 3 send kiddos back school share,0.3583333333333333,0.3125,Positive
504368,Canada,deaftravel thanks helping protect others getting covidvaccine info covidvaccines canada also great shirt,0.475,0.5,Positive
504376,United Kingdom,17 year old daughter book covidvaccine results day next week cant therefore book first vaccination doesnt know university city second madness cant get vaccinated,0.13333333333333333,0.0875,Positive
504396,India,uttar pradesh creates record administering 22 lakh doses covidvaccine single day state achieves target mega vaccination drive launched today numbers still counting,0.21428571428571427,-0.07142857142857142,Negative
504408,USA,ever reason authorize vaccine emergency use kids 12 let us willing vaccinate younger kids deltavariant delta covid19 covidvaccine covidvaccineforkids,0.375,0.125,Positive
504554,India,tamil nadu high court directs state government vaccinate trans people within 3 months give rs 2000 cash relief covidvaccine kitaab31 covid19,0.5399999999999999,0.16,Positive
504582,India,mumbai bmc suspends covid19 vaccination drive august 4 due lack adequate vaccine stock mybmc mumbai covid19 coronavirusupdates coronavaccine coronavirus covidvaccine,0.35416666666666663,0.10416666666666666,Positive
504653,Canada,covid19 weddingbut make fashun maskup handhygiene physicaldistancing necessary despite significantly guests great celebrate amp life also happy family members fully vaxxed covidvaccine congrats sis amp bil,0.90625,0.49375,Positive
504676,India,justin new york city mandates covid vaccines restaurants shows gyms mayor news agency afp covid19 covidvaccine,0.45454545454545453,0.13636363636363635,Positive
504743,Canada,people dont get vaccine get tested 3x week expense quarantine 2 weeks pay allowed travel texas florida albert apparently covid doesnt exist covid19 covidvaccine foxnews cnn,0.35,0.05,Positive
504795,United Kingdom,pandemic made reconsider live covidvaccine london,0.5,0.13636363636363635,Positive
504877,India,uttarpradesh becomes first indian state cross five crore 50 million total covid19 vaccinations 20 lakh 2 million single day today august 3 2021 22 lakh jabs counting vaccinated covaxin covidvaccine covishield,0.32440476190476186,0.044642857142857144,Positive
505002,USA,louisiana 300 increase number new vaccinations day etc remaining holdout states increased vaccination rates past week good news day covidvaccine,0.4348484848484849,0.19545454545454544,Positive
505004,USA,cspan louisiana 300 increase number new vaccinations day etc remaining holdout states increased vaccination rates past week good news day covidvaccine,0.4348484848484849,0.19545454545454544,Positive
505050,India,good news four firms going produce covid vaccine octnov mansukhmandaviya biologicalse novartis covidvaccine,0.6000000000000001,0.7,Positive
505055,United Kingdom,42 million young people 45 million people uk vaccine couldnt easier book appointment book vax covid covidvax vaxfacts vaxchat givehope covidvaccine,0.4,0.1,Positive
505088,USA,dr oneal lot poise especially current situation lets hope covid deltavariant doesnt burn hcw colleagues itd adding insult injury never late get covidvaccine maskup especially hi risk,0.7999999999999999,0.049999999999999996,Positive
505116,USA,returning work today weekend wfh yesterday also see returning wearing mask work really gon na need yall getvaccinatednow ya havent due diligence covidvaccine justdoit overit,0.2875,0.037500000000000006,Positive
505124,India,private sector able use covid19 vaccine quota watch covidvaccine,0.5,0.25,Positive
505133,USA,good sign one might wanted earlier never would late get covidvaccine shots arms especially face deltavariant onslaught,0.675,0.09999999999999999,Positive
505145,India,today got first dose vaccine covidvaccine,0.3333333333333333,0.25,Positive
505177,India,coronavirus live update india recorded 30549 new covid19 cases 422 deaths last 24 hours covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine india,0.34040404040404043,0.0909090909090909,Positive
505183,India,maharashtra live update 600 students reported positive reopening schools maharashtra india covid19 covid19 coronavirus corona covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante deltaplusvariant vaccine,0.5227272727272727,0.18181818181818182,Positive
505192,United Kingdom,care home workers need fully vaccinated 11th november meaning last day first dose vaccine 16th september book today careworkers covidvaccine carehomeworkers bookyourvaccine,0.19999999999999998,0.125,Positive
505229,United Kingdom,funtimefred1 fact attacking gov establishments really kicking aggressively giving conceit walk needs change scale covidpassports covidvaccine lockdown,0.2,0.2,Positive
505333,United Kingdom,alpha_mind7 excellent content video startling point comparison 2 years ago know society turned possible well adjusted supposedly intelligent society covid covidvaccine covidpassports,0.85,0.325,Positive
505594,India,finally vaccine arrived took second dose im fully vaccinated ill fully vigilent usual ill adhere covid protocols fullyvaccinated covidvaccine,0.65,-0.25,Negative
505677,USA,afraid getting covidvaccine amp panicking friends amp families foodallergies ampor diabetes got shot everyone good please getvaccinatednow meanwhile please wear good mask faactnews allergicliving diabetestechsoc miamibeachnews johnmoralesnbc6,0.7000000000000001,0.26666666666666666,Positive
505728,India,situation socalled world lagrest vaccinationdrive largest vaccinationdrive running less vaccine doses modigovt covidvaccine indiacovidcrisis,0.06666666666666667,-0.16666666666666666,Negative
505732,India,friendships day alcohol beverage brand mcdowells no1 urges people get vaccinated latest spot no1 yaari campaign no1_yaari advertising ddbmudra_group ad brand vaccine friendshipday covid19 covidvaccine,0.9,0.5,Positive
505776,India,glimpse vaccine drive sleepy classes office know july india vaccinated new zealand day venezuela week japan month sleepyclasses vaccinedrive covid19 covidvaccine upsc ias prelims2021 currentaffairs news getvaccinated,0.45454545454545453,0.13636363636363635,Positive
505836,USA,ivermectin ivermectin ivermectinsaveslives covidvaccine ivermectinworks study pubmed 2109 showed ivermectin genotoxic carcinogenic healthy human cells link,0.3,0.25,Positive
505838,USA,hypoxemia occurs levels oxygen blood lower normal blood oxygen levels low body may work properly blood carries oxygen cells throughout body keep healthy covidvaccine covid19 sleep,0.3875,0.1625,Positive
505880,Canada,protecting life health community members pandemic including particularly vulnerable precisely kind reasonable limit s1 charter contemplates agree make vaccinations mandatory covidvaccine,0.6666666666666666,0.09999999999999999,Positive
505924,USA,davidmweissman wish could convince everyone get vaccine well put covid19 behind us cant even convince relatives covidvaccine coronaviruspandemic vaccineswork vaccines,0.7,-0.4,Negative
505928,USA,sick people frustrating amp amazing part one needed dr andrew pastewski icu med director jackson medical center fl vaccines covidvaccine deathsantis,0.5514285714285714,-0.12285714285714285,Negative
506086,USA,believe fastfood chains serve death disease daily basis covidvaccine least eating mcdonalds still fucking decision people stupid thats want bunch retards watching tv drinking koolaid mindless lemmings,0.6833333333333335,-0.4666666666666666,Negative
506094,USA,darwins theory evolution validated covid natural selection taking place eyes funny mother nature works covid19 covidisnotover deltavariant florida covidvaccine,0.7,0.175,Positive
506140,India,day 199 covid19 vaccination report india abc live india covid19 pmoindia potus kremlinrussia_e jpn_pmo canadianpm israelipm scottmorrisonmp borisjohnson drawat123 covid19tracking hcovidresponse covidisnotover covidvaccine,0.5,0.13636363636363635,Positive
506142,India,day 496 covid19 report india abc live india covid19 pmoindia potus kremlinrussia_e jpn_pmo canadianpm israelipm scottmorrisonmp borisjohnson drawat123 covid19tracking hcovidresponse covidisnotover covidvaccine,0.5,0.13636363636363635,Positive
506472,United Kingdom,starts gp surgery refused face face appointments since last year happy see jab today sent nhsprivatisation covidvaccine torybritain,0.5333333333333333,0.4,Positive
506473,Canada,good point vaccines sitting freezers challenges currently exist utilizing available doses expiry date covidvaccine moderna,0.4666666666666666,0.3666666666666667,Positive
506532,Canada,least 233 staff members two major san francisco hospitals fully vaccinated tested positive coronavirus month according hospital official involved highly contagious deltavariant covidvaccine,0.49636363636363634,0.03744318181818182,Positive
506548,United Kingdom,covid19ab covid covidvaccine urgent british report calls complete cessation covid vaccines humans,0.2,0.05,Positive
506688,India,31st august im completely vaccinated doses done covidvaccine covishield,0.4,0.1,Positive
506712,India,covidvaccine vaccineswork vaccination vaccination drive goi turning point cribbing advertisement action 135 crores indian citizens vaccinated 31 days july 2021 gods bless narendramodi gods bless health amp logistics fraternity,0.1,0.1,Positive
506801,India,mayurdixitias iasassociation pushkardhami pibdehradun drdhansinghuk commendable job congratulations dm collector health teams mainly commitment covidfreeuttarkashi covid19 covidvaccine covid staysafestayhealthy,0.3333333333333333,0.16666666666666666,Positive
506831,USA,need full approval mandates eua kids 12 covid19 covidvaccine,0.55,0.35,Positive
506917,India,onreality_check initial couple batches covaxin produced bengaluru plant right quality dr n k arora head governments vaccine advisory panel covaxin falling short targets covidvaccine,0.2785714285714285,0.09523809523809523,Positive
506921,England,sent primarycare bulletin special following publication today communitypharmacy generalpractice seasonal flu specifications read latest national covidvaccine programme psncnews nhsengland nikkikf,0.5238095238095238,0.28571428571428575,Positive
506933,India,onreality_check primary issue johnson johnsons withdrawal india revolves around indemnity liability nk arora head governments vaccine panel imported vaccines pulling india covidvaccine,0.5,0.4,Positive
507056,India,fpj legal centre refutes maharashtra govts claim dont receive advance information number covid vaccine doses urvijm maharashtra mumbai centre covid19 covidvaccine covidvaccination,0.2,0.2,Positive
507127,USA,getvaccinatednow covidvaccine covid19 deltavarient go find free vaccine near nurse,0.6000000000000001,0.25,Positive
507128,Canada,unvaccinated america choosing let covid win war getting infected libs getvaccinatednow covid19 covidvaccine demvoice1,0.4,0.8,Positive
507161,United Kingdom,total 85196986 administered doses covid19 vaccine 46851145 people receiving first dose 886 38345841 people receiving doses 725 vaccine covidvaccine pharmaceuticaluk pharmaceuticalindustry,0.5416666666666666,0.125,Positive
507164,India,onreality_check dr nk arora chairperson national vaccine advisory group delay foreign vaccines reaching india covid19 covidvaccine,0.125,-0.125,Negative
507317,United Kingdom,take jab free kebab pizza fucking moron simple vaccinepassports covidvaccine,0.719047619047619,-0.13333333333333333,Negative
507577,USA,come party stay covidvaccine dr mshannaht_phd thank one highest vaccination states w reasonable reach travel wise imagine rural south midwest,0.5,0.3,Positive
507579,USA,dc 95 voted joebiden im surprised like sheep murielbowser focus masking amp covidvaccine instead crime even tho coviddeaths july tripled homicides,0.9,0.1,Positive
507611,USA,wh amp cdc wonder dont take seriously covidvaccine,0.6666666666666666,-0.3333333333333333,Negative
507638,USA,beg plead want diseased weak mindless clueless pathetic anal pustules getting covid vaccine getvaccinatednow covidvaccine covid19 vaccines,0.81875,-0.54375,Negative
507671,Canada,sure leave school boards dont know shit public health emergency florida fire wake people florida deathsantis miami covidvaccine,0.5851851851851851,0.09999999999999999,Positive
507716,India,free vaccination drive date3rd august 2021 time10am onwards place palm resorts ghaziabad get done asap covidvaccine covid_19 corona covidnewsbymib covid19tracking amrutcitygzb dm_ghaziabad ghaziabadpolice au_gzbnews htnoidagzb officedio covidindiaseva,0.8,0.4,Positive
507734,India,doctors said time covid19 vaccine absolutely safe take extremely essential getting better earliest reasons need understand need hour sure get fully vaccinated bettertogether covidvaccine,0.5472222222222223,0.375,Positive
507743,India,vaccinateindia covidvaccines children passport proper schooling experts answer get covidvaccine queries answered special show tonight 730 pm ndtv 24x7 partnership googleindia,0.3357142857142857,0.17857142857142858,Positive
507841,United Kingdom,dichotomy vaccine supply pandemic 170000 doses moderna vaccine risk wastage uk next two weeks meanwhile may 2023 poorest countries world able vaccinate citizens covid19 covidvaccine,0.3125,0.25,Positive
507896,United Kingdom,thinking aloud vaxed covidvaccine wont protect much contentious covid largely innocuous vax everyone cant save everyone theres population prob cant wipe population part population placebo,0.3142857142857143,0.20714285714285713,Positive
507942,United Kingdom,travelling almost empty train way clinic nearly 2 years feels near normal although covid19 still lurking corner get covidvaccine let life move,0.4875,0.0625,Positive
507972,India,anyone leads get vaccinated 84 days anyways whats long wait 3rd wave knocking doors astrazeneca covishield covidvaccine covid_19,0.2,-0.025,Negative
507991,Canada,take moment celebrate accomplishment canadians lets game make easier everyone get vaccinated covid19canada covidvaccine,0.4,-0.4,Negative
508022,India,bhubaneswar becomes first indian city vaccinate 100 population covid19 covid19india covid_19 covidvaccine largestvaccinationdrive,0.3333333333333333,0.25,Positive
508038,India,number active coronavirus cases increased 413718 covid19 covidvaccine,0.6,-0.13333333333333333,Negative
508055,India,single vaccine sector 10 ulwe cidco residents available waiting cmomaharashtra rajeshtope11 shivsenacomms mohfw_india covidnewsbymib mantralayaroom covid19 covid_19 coronavirus corona covidvaccine covid19nsw ulwe mh nmmccommr sonusood,0.30714285714285716,0.1642857142857143,Positive
508086,India,first dose vaccine done vaccine covidvaccine vaccinated vaccines covid19indiahelp,0.3333333333333333,0.25,Positive
508091,USA,real pandemic wtf covid19 covidvaccine coronavirus coronaviruspandemic,0.65,-0.15,Negative
508145,Canada,100 right fair right youdontneedtodie covid19 vaccine covidvaccine,0.6571428571428571,0.4238095238095238,Positive
508320,USA,im curt time factor think fast talk fast amp need guys act fast want get pretty please sugar top get fucking covid vaccine deltavariant covidvaccine vaccinessavelives covid19 vaccine,0.6833333333333332,0.12500000000000003,Positive
508364,India,vaccines less effective delta variant coronavirus uk study covid19 covid19 coronavirus covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante india,0.43333333333333335,0.21666666666666667,Positive
508390,USA,important covid19 vaccinated doctor cares health patients patience share uptodate information covidvaccine vaccine hesitant folks,1.0,0.4,Positive
508510,India,approval worlds first dnabased zycovd vaccine testimony innovative zeal indias scientists pm modi read ani story pmmodi zycovd covidvaccine,0.6666666666666666,0.375,Positive
508512,Canada,received second shot thats great news remember immunity takes time build receive second dose covidvaccine takes 2 weeks build strong protection covid19,0.37083333333333335,0.30833333333333335,Positive
508547,India,zyduscadilas covidvaccine zycovd worlds first dnabased vaccine coronavirus injected produces spike protein sarscov2 virus elicits immune response,0.3333333333333333,0.25,Positive
508592,Canada,comes covid19 vaccination important make informed decision find information covid19 vaccines online 15 languages vaccineswork covidvaccine,1.0,0.4,Positive
508604,India,testimony innovative zeal indias scientists pm narendra modi narendramodi narendramodi zycovd covidvaccine,1.0,0.5,Positive
508676,India,vaccine maker zydus cadilas threedose covid vaccine zycovd got dcgi approval emergency use authorisation needlefree covid vaccine world itcard covidvaccine milan_reports full story,0.55,0.35,Positive
508889,India,extremely happy efforts put safe well tolerated efficacious vaccine fight covid19 become reality zycovd chairman zydus group zyduscadila covidvaccine,0.75,0.65,Positive
508946,USA,gentlereminder get vaccinated amp personal choice getting vaccinated affecting live lives getvaccinated covidvaccine imbegging,0.4,0.06818181818181818,Positive
509031,India,coronavirus live update india recorded 36571 new covid 19 cases 540 deaths last 24 hours covid19 covid19 coronavirus covidvaccine covidvaccination covid deltavariant delta deltaplus deltavariante india,0.34040404040404043,0.0909090909090909,Positive
509057,USA,pretty much sums covidvaccine,0.6,0.225,Positive
509059,United Kingdom,care home workers england need fully vaccinated 11th november meaning last day first dose vaccine 16th september book today careworkers covidvaccine carehomeworkers bookyourvaccine,0.19999999999999998,0.125,Positive
509147,India,breaking green light zydus cadilas zycovd subject expert committee recommends eua zycovd 3dose vaccine covid19 covidvaccine runjhunsharmas shares details maryashakil,0.4444444444444444,0.011111111111111118,Positive
509189,India,international federation red cross red crescent societies says southeast asian nations struggling contain record infections deaths due deltavariant covidvaccine,0.0625,-0.020833333333333332,Negative
509206,India,navi mumbai police arrested man allegedly black marketing covishield vaccine sold dose rs 4000 charged fraud cheating briflynews covid19 covidvaccine navimumbai blackmarket covishield,0.43333333333333335,-0.16666666666666666,Negative
509227,United Kingdom,baz_zigar newmumonline tessyursine stayawakeskylar vaccinein alexberenson last image world economic forum website conspiracy vid david bauer pfizer explaining covidvaccine reduces immune system neutralising antibodies fifth tell conspiracies,0.13333333333333333,0.1,Positive
